rating,review_title,review_text,reviewer_name,verified_purchase,review_date,helpful_upvotes,helpful_total,review_date_raw,product,sentiment,clean_text,word_count
5.0,Awesome,Camera is amazing,Aditya pratap Singh,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,camera amazing,2
5.0,Terrific purchase,"Great compact flagship. If you can deal with a not-so-capable battery, it's a damn fine phone",Damodhar Chanamalla,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,great compact flagship deal capable battery damn fine phone,9
5.0,Terrific,Best smartphone i have ever used,Vansh Agarwal,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,best smartphone ever used,4
5.0,Terrific,It's more than what I have expected S24 is very compact phone which everybody like to use and experience. I don't have plan to buy any mobile for next 5 years,Naveen,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,expected compact phone everybody like use experience plan buy mobile next year,12
5.0,Simply awesome,No other phone can even come close at this price point. Compared it with I phone and genuine both perform differently in different light conditions. I u want Ai and better Ui and display + performance go for it. If u want better video quality then go for iPhone. The camera is basically a tie.,Flipkart Customer,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,phone even come close price point compared phone genuine perform differently different light condition want better display performance want better video quality iphone camera basically tie,26
5.0,Super!,Best camera ever. Go for this.,Aditi Dey,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,best camera ever,3
5.0,Terrific purchase,"best phone you can buy under 40000. performance is mind blowing it can handle heavy gaming and any day-to-day task you throw at it smoothly, Ui is very smooth with every customization you can think of,build quality is premium as expected from samsung S series phone,I know battery life is less but it can last around 5-6 hours of screen time which is enough for my usage, but it support 25w fast charging which takes around 80-90 min to full charge it from 0-100,",Kanan  Koshti,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,best phone buy performance mind blowing handle heavy gaming day day task throw smoothly smooth every customization think build quality premium expected samsung series phone know battery life less last around hour screen time enough usage support fast charging take around min full charge,44
5.0,Simply awesome,Best camera Best features Battery ok ok Best Ai,Flipkart Customer,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,best camera best feature battery best,6
5.0,Worth every penny,More than expected very nice phone,Gopika  V Nair,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,expected nice phone,3
5.0,Mind-blowing purchase,"Ossum phone with great design ,display and most highleted camera",Puspendu Dinda,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,ossum phone great design display highleted camera,7
5.0,Classy product,It's good phone classy 😊 worth it like iPhone not think just buy it,sachin kumar,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,good phone classy worth like iphone think buy,8
5.0,Brilliant,Beyond expectations,Dattatraya Katkhade,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,beyond expectation,2
5.0,Fabulous!,Perfect from All angles,Rafe Ashraf,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,perfect angle,2
5.0,Fabulous!,Super 😊,sromeosibasankar sibasankarromeos,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,super,1
5.0,Awesome,It is perfect phone,Neeraj A,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,perfect phone,2
5.0,Terrific,"Samsung s24 is amazing, best of display, camera quality and design, compect phone. Battery could be bigger but its alright. Amzing sound system with dolby atoms and 120hz refresh rate, samsung AI is top notch",Flipkart Customer,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,samsung amazing best display camera quality design compect phone battery could bigger alright amzing sound system dolby atom refresh rate samsung top notch,23
5.0,Highly recommended,Awesome picture 🤩🤩🤩,Sritam Ppp,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,awesome picture,2
5.0,Mind-blowing purchase,I always prefer samsung android phones. This s24 is having a snapdragon 8 gen processor maes it feel a premium and aboveall it's camera performs way above . In nutcell I liked it.,Indranath Bhattacharya,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,always prefer samsung android phone snapdragon gen processor maes feel premium aboveall camera performs way nutcell liked,17
5.0,Terrific purchase,"Nice phone, cobalt toilet is good colour. If you like this colour go for it. No photos on internet exactly like real life colour. Many people may don't like this colour, because they may not see this in real life. But in reality this is great colour option. Thank you.",Vipin Maurya,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,nice phone cobalt toilet good colour like colour photo internet exactly like real life colour many people may like colour may see real life reality great colour option thank,29
5.0,Super!,"The Galaxy S24 feels compact, bright, and modern with its flat display and strong build.Its main drawbacks are the slower charging speed and only average battery size.",Gurusewak singh,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,galaxy feel compact bright modern flat display strong build main drawback slower charging speed average battery size,17
5.0,Wonderful,Fully recomended this phone.,Deepak Sharma,True,2024-11-01,1.0,0.0,2 months ago,Samsung S24,positive,fully recomended phone,3
5.0,Just wow!,The S24 (snapdragon) variant is excellent the main highlight is it's compact design and performance but the problem is it's heating issue (normal in compact phones)and low battery backup 4000mah but allover a good smart phone excellent choice for the user with not too much screen time also gives 120fps in bgmi amazing,Flipkart Customer,True,2024-11-01,1.0,0.0,2 months ago,Samsung S24,positive,snapdragon variant excellent main highlight compact design performance problem heating issue normal compact phone low battery backup mah allover good smart phone excellent choice user much screen time also give fps bgmi amazing,33
5.0,Must buy!,Good Phone,Sreehari Narayanan,True,2024-11-01,1.0,0.0,2 months ago,Samsung S24,positive,good phone,2
5.0,Highly recommended,"It's premium, handy and the screen doesn't feel small. Snapdragon 8 gen 3 is very good.",Rajat Raha,True,2024-11-01,1.0,0.0,2 months ago,Samsung S24,positive,premium handy screen feel small snapdragon gen good,8
5.0,Super!,best camera phone.  and i got snapdragon 8gen3  variant  thats why best performance compact phone....,Sachin Kumar,True,2024-11-01,1.0,0.0,2 months ago,Samsung S24,positive,best camera phone got snapdragon gen variant thats best performance compact phone,12
5.0,Worth every penny,Value for money... Only con is battery but ok for minimal gaming ...Love it such a premium feel in hand,Thilip,True,2024-11-01,1.0,0.0,2 months ago,Samsung S24,positive,value money con battery minimal gaming love premium feel hand,10
5.0,Just wow!,Just wow phone...little disappointed from camera but its not big issue its still gives best in class photography...loved the phone,Jay Chavda,True,2024-11-01,1.0,0.0,2 months ago,Samsung S24,positive,wow phone little disappointed camera big issue still give best class photography loved phone,14
5.0,Simply awesome,Recieved today. Initial impressions. Good. Will update again after proper use.,ABDUL SATTAR,True,2024-11-01,0.0,0.0,2 months ago,Samsung S24,positive,recieved today initial impression good update proper use,8
5.0,Excellent,"Superb performance as always!. Working perfectly after one month. No heating issue as expected for Exynos. Initially we may feel some warmth. Don't worry. Afterwards, it will do all its jobs silently. Excellent camera performance as well as integrated AI functions.",RAJESH T RAMANAN,True,2024-11-01,0.0,0.0,4 months ago,Samsung S24,positive,superb performance always working perfectly one month heating issue expected exynos initially may feel warmth worry afterwards job silently excellent camera performance well integrated function,25
5.0,Simply awesome,Camera like wow 😙 🥰🫠🤩😘,PÙBG BØY ÁSHÌK,True,2024-11-01,0.0,0.0,8 months ago,Samsung S24,positive,camera like wow,3
5.0,Worth every penny,Great experience,KRUNAL PATEL,True,2024-11-01,1.0,0.0,9 months ago,Samsung S24,positive,great experience,2
5.0,Super!,One of the best buys in Android mobile phones. Absolutely in love,Subash Kumar,True,2024-11-01,0.0,0.0,10 months ago,Samsung S24,positive,one best buy android mobile phone absolutely love,8
5.0,Brilliant,Nice looking,Arpit VERMA,True,2024-11-01,1.0,0.0,"Nov, 2024",Samsung S24,positive,nice looking,2
4.0,Fair,Severe heating issue,rachit  Peshawaria,True,2024-11-01,2.0,0.0,1 month ago,Samsung S24,positive,severe heating issue,3
4.0,Worth the money,This price good phone,Mohit  Yadav,True,2024-11-01,2.0,1.0,2 months ago,Samsung S24,positive,price good phone,3
4.0,Wonderful,Overall performance is good.Only problem is battery drain quickly,Alok yadav,True,2024-11-01,1.0,0.0,7 days ago,Samsung S24,positive,overall performance good problem battery drain quickly,7
4.0,Value-for-money,"It's camera, galaxy AI features,circle to search,high peak brightness, telephoto camera,more customization options, display,samsung inbuit apps,privacy features, sound quality i could say I'm obsessed with samsung.. i wanted to buy i phone but i don't know why i bought this...and i can say this is the best and worthy decision i've made so far...",Flipkart Customer,True,2024-11-01,1.0,0.0,8 days ago,Samsung S24,positive,camera galaxy feature circle search high peak brightness telephoto camera customization option display samsung inbuit apps privacy feature sound quality could say obsessed samsung wanted buy phone know bought say best worthy decision made far,35
4.0,Pretty good,Overall good but battery was decent,NAVIN KUMAR SAHU,True,2024-11-01,1.0,0.0,10 days ago,Samsung S24,positive,overall good battery decent,4
4.0,Very Good,"Nice phone, loved the design, Processor and camera are great too, Performance is great for higher end games too, the only problem is that battery drains pretty fast, for heavy use you could get a 4 hrs backup, for normal use it extends to 6 to 7 hrs, Overall liked the design and in hand feel is premium...But phone heats while shooting a video, thats a minor issue, though no lags... U can go for it but only if you aren't a person who's onto using the phone continuously for 8 - 9 hrs ( which of...",Ranu Acharjee,True,2024-11-01,1.0,0.0,23 days ago,Samsung S24,positive,nice phone loved design processor camera great performance great higher end game problem battery drain pretty fast heavy use could get hr backup normal use extends hr overall liked design hand feel premium phone heat shooting video thats minor issue though lag person onto using phone continuously hr,48
4.0,Worth the money,Battery km Chal ti h over all good,TEJPAL YADAV,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,battery chal good,3
4.0,Wonderful,A little camera use and your phone turns into a volcano,Pritam Ydv,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,little camera use phone turn volcano,6
4.0,Pretty good,Product is good but just hyped for this range.,Manoj Kumar,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,product good hyped range,4
4.0,Worth the money,The only drawback in this phone is the battery backup.,Avinash Sharma S,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,drawback phone battery backup,4
4.0,Worth the money,"Mobile is very handy and compact, glass body is solid but it's have heating issue. It's overheating for no reason.  Samsung have to improve it's cooling technology",Ajit Chavan,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,mobile handy compact glass body solid heating issue overheating reason samsung improve cooling technology,14
4.0,Value-for-money,Photo quality is mind blowing. But video quality need to be more natural. It makes the video more contrast. Overall good only,Flipkart Customer,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,photo quality mind blowing video quality need natural make video contrast overall good,13
4.0,Good choice,"The is phone is really excellent. But its battery is the worst i would say, if you're an even moderate user, think thrice before buying this phone. If you go out for a prolonged time, always have a fully charged powerbank with you. This is definitely not for high performance users. Camera is really good at this price, while its battery is horrible.  If you have another phone that can be good.",Tamalika Sil,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,phone really excellent battery worst would say even moderate user think thrice buying phone prolonged time always fully charged powerbank definitely high performance user camera really good price battery horrible another phone good,33
4.0,Worth the money,Battery of this phone makes me sad.All other department of this phone is top notch.,Karan,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,battery phone make sad department phone top notch,8
4.0,Value-for-money,Good product,Ajmeer Aju,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,good product,2
4.0,Really Nice,"Earlier I used to use s23, I liked it very much, now s24 comes with Snapdragon 8gen3",Flipkart Customer,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,earlier used use liked much come snapdragon gen,8
4.0,Value-for-money,"The product is good as expected.The screen is awesome Am enjoying it, thanks flipkart",Aakash H,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,product good expected screen awesome enjoying thanks flipkart,8
4.0,Value-for-money,"One of my best buys ever, super happy",Vincent Selvaraj,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,one best buy ever super happy,6
4.0,Wonderful,"Glad 4 the product,but company should at least  provide a back cover fot it !!",Pritam Biswal,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,glad product company least provide back cover fot,8
4.0,Nice product,Except the battery life the phone is phenomenal. It doesn't feel like a nearly two year old model by any means..,Souvik Roy,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,except battery life phone phenomenal feel like nearly two year old model mean,13
4.0,Wonderful,ALL SET but battery can be better,Flipkart Customer,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,set battery better,3
4.0,Wonderful,So cute mobile because the size 6.2 inch,Nur  Hussain,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,cute mobile size inch,4
4.0,Worth the money,"A great compact device The battery is a little disappointing but it's a perfect mobile, the size , the performance every thing is perfect.",Dharmik Raval,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,great compact device battery little disappointing perfect mobile size performance every thing perfect,13
4.0,Nice product,Review afte10 days.1. Design fantastic2.performance superb3 camera boomBattery backup 4-5 sot,A k,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,review afte day design fantastic performance superb camera boombattery backup sot,11
4.0,Wonderful,Awesome Phone uh can go fot it !! Feel like Satisfaction 😉,Mansub Jamal,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,awesome phone fot feel like satisfaction,6
4.0,Value-for-money,Value of money . Mobile is actually good but battery performance may be better . Camera quantity is not good for dim light .,Gaurav Yadav,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,value money mobile actually good battery performance may better camera quantity good dim light,14
4.0,Good choice,Very nice product. It's value for money. It's already updated to ANDROID 16 and UI 8. 👍,Adv Suresh  Desai,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,nice product value money already updated android,7
4.0,Value-for-money,No.1 phone use  smouth Covlty best,Rohilla Ji,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,phone use smouth covlty best,5
4.0,Delightful,This mobile is awesome,Mohd Aarif Iqbal Memon,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,mobile awesome,2
4.0,Very Good,"There are no words, it is a very good phone",Flipkart Customer,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,word good phone,3
4.0,Pretty good,Awosome product,Flipkart Customer,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,awosome product,2
4.0,Value-for-money,Perfect compact phone. Good in all aspects except the battery,Sabari Nath U,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,perfect compact phone good aspect except battery,7
4.0,Really Nice,Overall good. Buy with screengurd and back cover. Paint will be going easily. Battery is very poor.,Divin  Poulose,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,overall good buy screengurd back cover paint going easily battery poor,11
4.0,Delightful,"it have better camera,but with respect to that battery is too low so some times it gives heating issues But overall performance is good",Ritesh Chougule,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,better camera respect battery low time give heating issue overall performance good,12
4.0,Delightful,Top notch performance in this price range and one ui is so smooth,sagar adahalli,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,top notch performance price range one smooth,7
4.0,Really Nice,Superb camera 📷 Top notch display 👌 Best performance 👏 Battery thik thak 🙌,Md Amanullah,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,superb camera top notch display best performance battery thik thak,10
4.0,Good choice,Good as how is use and handle...,Acton 46,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,good use handle,3
4.0,Pretty good,Loved the Design,Abhishek Yadav,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,loved design,2
4.0,Very Good,Good mobile..only con is turbo charge tecnology not supported..only 25 fast charging.,Flipkart Customer,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,good mobile con turbo charge tecnology supported fast charging,9
4.0,Good quality product,This is amazing,Aslam Patel,True,2024-11-01,0.0,0.0,1 month ago,Samsung S24,positive,amazing,1
4.0,Very Good,"There is something fishy, i checked my warranty and it shows phone open before 55 days. Although i didn't find anything which can prove that this phone was used. Just got is 2 days ago. The display of this phone is top-notch,  cameras you need to use them so you can get ideas of it and you will learn how to click best. The phone gets warm while using cameras. The UI is best in class. The battery is ok, you need to charge it two times in a day. I'm a normal user and i didn't play any games y...",Flipkart Customer,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,positive,something fishy checked warranty show phone open day although find anything prove phone used got day ago display phone top notch camera need use get idea learn click best phone get warm using camera best class battery need charge two time day normal user play game,46
4.0,Very Good,Phone is pre activated 31 days,Flipkart Customer,True,2024-11-01,0.0,0.0,2 months ago,Samsung S24,positive,phone pre activated day,4
4.0,Pretty good,good,Aditya  Singh,True,2024-11-01,0.0,0.0,2 months ago,Samsung S24,positive,good,1
4.0,Worth the money,"Camera  is good ,performance is also good ,I am not satisfied with  battery  soon  draining  out  ,phone getting heated.",Somashekar C,True,2024-11-01,1.0,0.0,8 months ago,Samsung S24,positive,camera good performance also good satisfied battery soon draining phone getting heated,12
4.0,Worth the money,"Using this phone more than a month. Excellent performance. Ultimate camera. Everything is great, except speakers, speakers is very bad.",Raghul,True,2024-11-01,0.0,0.0,8 months ago,Samsung S24,positive,using phone month excellent performance ultimate camera everything great except speaker speaker bad,13
3.0,Fair,Battery performance is poor apart from battery for all specifications mobile is good,Sai Ganesh,True,2024-11-01,2.0,0.0,1 month ago,Samsung S24,neutral,battery performance poor apart battery specification mobile good,8
3.0,Fair,"Main camera is not good, images got blur and break when we do",Salman Ahmed,True,2024-11-01,1.0,0.0,1 month ago,Samsung S24,neutral,main camera good image got blur break,7
3.0,Does the job,All good except battery,Srinivasu Douluri,True,2024-11-01,3.0,0.0,1 month ago,Samsung S24,neutral,good except battery,3
5.0,Just wow!,"product is very good. open box delivery, so its new one. checked imei number to confirm it is not pre-activated before telling otp. installed Cpu z to cjeck if the processor is of Snapdragon 8Gen3. over all decent phone. i used iphones for last 13 yrs and this seems good.finally regd charger, i brought orihinal samsung 25W fast charger in sale. i am able to fast charge it to whole 25w usb c laptop charger, without any issues. thing is dont chicken out on charger and buy a cheap one. buy s...",Pavansai  Nadella,True,2024-11-01,2.0,2.0,1 month ago,Samsung S24,positive,product good open box delivery new one checked imei number confirm pre activated telling otp installed cpu cjeck processor snapdragon gen decent phone used iphones last yr seems good finally regd charger brought orihinal samsung fast charger sale able fast charge whole usb laptop charger without issue thing dont chicken charger buy cheap one buy,55
3.0,Decent product,Overall okay. It's a compact phone with a small screen. Software experience is very good. But it will really disappoint you if you are looking for a good camera. It's not a flagship camera phone.. Not good for Indoor and night photography.,Devender Sharma,True,2024-11-01,4.0,2.0,1 month ago,Samsung S24,neutral,overall okay compact phone small screen software experience good really disappoint looking good camera flagship camera phone good indoor night photography,21
3.0,Does the job,Back Camera quality not that much good. Battery  is not good,Mahesh Sargar,True,2024-11-01,15.0,18.0,1 month ago,Samsung S24,neutral,back camera quality much good battery good,7
5.0,Wonderful,Extremely good phone . Planning to gift a similar phone to VIP jiju but he only likes iphone pro max models .How should i convince him ?,shivam harlalka,True,2024-11-01,5.0,11.0,1 month ago,Samsung S24,positive,extremely good phone planning gift similar phone vip jiju like iphone pro max model convince,15
5.0,Awesome,"Nice product. Happy with the item along with FlipKart, Seller and Delivery. Open box delivery  and the eKart delivery boy awaited until the product is checked and found ok. Battery backup is more than expected. Camera quality is great.",DIPANKA BORA,True,2024-11-01,2.0,3.0,"Nov, 2024",Samsung S24,positive,nice product happy item along flipkart seller delivery open box delivery ekart delivery boy awaited product checked found battery backup expected camera quality great,24
5.0,Highly recommended,So far so good.I was very sceptical about the quality and authenticity of the product. Device itself is very good and working fine till now .it comes with an average battery life for normal user.,Rakesh Kumar,True,2024-11-01,1.0,1.0,30 days ago,Samsung S24,positive,far good sceptical quality authenticity product device good working fine till come average battery life normal user,17
5.0,Classy product,"Fantastic, fabulous, mind blowing. Everything is top notch 👌",Abhishek  Singh,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,fantastic fabulous mind blowing everything top notch,7
5.0,Classy product,"Great phone with Amazing camera, display and performance. The only downside is its battery, it's a solid 4.5/5.",Shubham,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,great phone amazing camera display performance downside battery solid,9
5.0,Fabulous!,The phone is lit🥵👌💥 for moderate users(6-8hr)with wonderful performance.,Kiran,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,phone lit moderate user wonderful performance,6
5.0,Worth every penny,Only heating issues also good for winter uses,Prince  Soni,True,2024-11-01,0.0,1.0,1 month ago,Samsung S24,positive,heating issue also good winter us,6
5.0,Terrific purchase,"After using S24 for 4 days am writing this reviewoverall a good compact and a handy phone if youwant a beast camera, clean UI, battery backup isslightly less but it's okay for average use if you wanta mobile for daily gaming than the battery backupwillbe lesser.lf you want good handy Samsungphone than go for it",Shishir Mistri,True,2024-11-01,0.0,1.0,1 month ago,Samsung S24,positive,using day writing reviewoverall good compact handy phone youwant beast camera clean battery backup isslightly less okay average use wanta mobile daily gaming battery backupwillbe lesser want good handy samsungphone,30
5.0,Mind-blowing purchase,Excellent mobile,Pankaj Kumar Tiwari,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,excellent mobile,2
5.0,Super! Camera,"The Samsung Galaxy S24 delivers a strong all-round camera performance, particularly in daylight. Its 50 MP main sensor captures sharp, detailed, and vibrant images with natural colors, while the ultrawide and selfie cameras perform well for landscapes and portraits, offering consistent color and exposure across lenses.",BIKASH  CHETIA,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,samsung galaxy delivers strong round camera performance particularly daylight main sensor capture sharp detailed vibrant image natural color ultrawide selfie camera perform well landscape portrait offering consistent color exposure across lens,31
5.0,Perfect product!,Words can't describe this phone. If you are looking for an allrounder and you can sacrifice for battery. Then go for it,Flipkart Customer,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,word describe phone looking allrounder sacrifice battery,7
5.0,Worth every penny,Camera 📸 10/10Performance 🎮 10/10Battery 🔋 8/10This phone only have 4000 mh battery but give good backup this phone capture better photo in night as compare to iphone 13 14 15 16 in half price this is an killer flagship level phone with 8 gen 3 snapdragon which give 120 fps in game buy this phone without any question,RUDRA RAPATWAR,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,camera performance battery phone battery give good backup phone capture better photo night compare iphone half price killer flagship level phone gen snapdragon give fps game buy phone without question,30
5.0,Awesome,"The Samsung Galaxy S24 is a well-regarded compact smartphone, praised for its vibrant and bright 120Hz display, powerful flagship performance, and excellent build quality. Its integrated Galaxy AI features, such as real-time translation and photo editing tools, are considered highlights. However, battery life can be a concern for heavy users, and the charging speeds are slower than some competitors. The cameras deliver good, social-media-ready photos, though some might prefer more detail from...",Ketan Ladda,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,samsung galaxy well regarded compact smartphone praised vibrant bright display powerful flagship performance excellent build quality integrated galaxy feature real time translation photo editing tool considered highlight however battery life concern heavy user charging speed slower competitor camera deliver good social medium ready photo though might prefer detail,48
5.0,Brilliant,The compact beast 🔥🔥In hand feel is so goodBattery backup is better. i am using on 60HrzCamera is good  but phone is warm quickly,Saurabh Dhavale,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,compact beast hand feel goodbattery backup better using hrzcamera good phone warm quickly,13
5.0,Terrific purchase,"Everything is top notch, but I want some little more backup.",Rishi Sinoriya,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,everything top notch want little backup,6
5.0,Simply awesome,"10/10 phone fully satisfied, I love it.",Aditya Tekam,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,phone fully satisfied love,4
5.0,Super!,"Very good product,value for money",Flipkart Customer,True,2024-11-01,0.0,1.0,1 month ago,Samsung S24,positive,good product value money,4
5.0,Just wow!,GOOD,JATIN  Rajput,True,2024-11-01,1.0,0.0,2 months ago,Samsung S24,positive,good,1
5.0,Terrific,Very good experience,Sekh Raju,True,2024-11-01,1.0,1.0,2 months ago,Samsung S24,positive,good experience,2
5.0,Best in the market!,"Great Phone,, Awesome Camera, Awesome Display,  Awesome Speed, Worth it.",Manpreet  Singh,True,2024-11-01,1.0,1.0,10 months ago,Samsung S24,positive,great phone awesome camera awesome display awesome speed worth,9
4.0,Good quality product,the phone is amezing camera is very good display is amazing and the performance is also amazing but the bettry is decent i mean if u are a havy user with minimum of 10 hour of screen on time then u sholud leave it because u have charge it once or twise in a day.,Vivan  Jewriya,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,phone amezing camera good display amazing performance also amazing bettry decent mean havy user minimum hour screen time sholud leave charge twise day,23
4.0,Delightful,Ita really,Amit Roy,True,2024-11-01,1.0,1.0,1 month ago,Samsung S24,positive,ita really,2
3.0,Good,One star less for Exynos processor. Review after 6 months of use.Avoid phones with Exynos. Big lag in processing in every process. Irritating. Give feeling of buffering in earlier days on internet.,Abhijit Nagre,True,2024-11-01,3.0,2.0,4 months ago,Samsung S24,neutral,one star less exynos processor review month use avoid phone exynos big lag processing every process irritating give feeling buffering earlier day internet,23
5.0,Perfect product!,Good and comfortable,venkatasubabrao somisetty,True,2024-11-01,1.0,2.0,1 month ago,Samsung S24,positive,good comfortable,2
5.0,Terrific,"The Samsung Galaxy S24 is a compact yet powerful flagship that perfectly balances performance, design, and practicality. Its Exynos 2400 chip delivers smooth multitasking and gaming, while the Dynamic AMOLED 2X 120Hz display offers stunning visuals. The camera system excels in detail and low light, and battery life comfortably lasts a full day, though 25W charging feels a bit slow.With One UI 6.1 + Galaxy AI, the software experience feels smart and intuitive, and 7 years of updates ensure l...",Swarit Krishna Sah,True,2024-11-01,1.0,2.0,1 month ago,Samsung S24,positive,samsung galaxy compact yet powerful flagship perfectly balance performance design practicality exynos chip delivers smooth multitasking gaming dynamic amoled display offer stunning visuals camera system excels detail low light battery life comfortably last full day though charging feel bit slow one galaxy software experience feel smart intuitive year update ensure,50
5.0,Terrific,"The phone's design is sleek and modern, offering a comfortable feel in hand. Its performance is incredibly smooth, thanks to the powerful processor and ample RAM. The display is vibrant and bright, making content consumption a pleasure. The camera system captures stunning photos and videos in various lighting conditions. Overall, this phone offers a premium experience with its impressive features and capabilities.Thanks Flipkar as well...",Hasmukh  Raval,True,2024-11-01,1.0,2.0,1 month ago,Samsung S24,positive,phone design sleek modern offering comfortable feel hand performance incredibly smooth thanks powerful processor ample ram display vibrant bright making content consumption pleasure camera system capture stunning photo video various lighting condition overall phone offer premium experience impressive feature capability thanks flipkar well,43
5.0,Great product,Guys overall phone is good but if you are heavy user you need to charge it twice a day 1 camera is too good i really like2 performance of phone is also very smooth3 yess there is heating issues sometime in basic task but not in extreme mild heat only4 display is very good even in sunlight 5 over all a good package desing is premium You guys can go with it if you are not a gamer,Akshit Chauhan,True,2024-11-01,1.0,2.0,1 month ago,Samsung S24,positive,guy overall phone good heavy user need charge twice day camera good really like performance phone also smooth yes heating issue sometime basic task extreme mild heat display good even sunlight good package desing premium guy gamer,37
3.0,Good,After one month of proper use i figured out Camera is not too good as much as youtubers shows in their video with snapdragon 8gen3 performance and battery performance also improved but facing heating issues overall nothing big issues detected if you want to go for a bloatware free android experience must go for samsung and also in 39k price it is a good deal 🤝,Ram ratan Palsania,True,2024-11-01,2.0,1.0,24 days ago,Samsung S24,neutral,one month proper use figured camera good much youtubers show video snapdragon gen performance battery performance also improved facing heating issue overall nothing big issue detected want bloatware free android experience must samsung also price good deal,37
3.0,Nice,"It's heating up like crazy, in just 5 minutes of setting up the phone it was already pretty hot. The battery is also draining super fast. It does not feel like old samsung phone as the UI and the look feels like an imitation of iphone. The Camera is not as great as mentioned by various reviewers either.For this price it's not worth it.Think twice before buying.",Flipkart Customer,True,2024-11-01,2.0,1.0,1 month ago,Samsung S24,neutral,heating like crazy minute setting phone already pretty hot battery also draining super fast feel like old samsung phone look feel like imitation iphone camera great mentioned various reviewer either price worth think twice buying,35
