"XQDdHH","z9E0IG","ZmyHeo","_2NsDsF","MztJPv","_2NsDsF 2","tl9VpF","tl9VpF 2"
"","","","","","","",""
"5","Worth every penny","Top notch quality... Blue color is just litttt","Ravi Kant  Kumar","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Perfect product!","Best phone","Piyush Singh","Certified Buyer","9 months ago","0","0"
"5","Wonderful","Good product","Gurmeet Singh","Certified Buyer","10 months ago","0","0"
"","","","","","","",""
"5","Awesome","Gud phone great performance ❤️;🔥","nikhil kumar","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Excellent","amazing","Ayush  singh","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Perfect product!","Good performance camera super","NEDHUNURI AJAY","Certified Buyer","Aug, 2024","0","0"
"5","Awesome","Everything is good but just battery has to be improve in iphone 15 either over all phone is too good handy and gripy","Deepak Bisht","Certified Buyer","Oct, 2024","0","0"
"5","Classy product","One of the Best  Phone with excellent Camera quality.","Pankaj Chaudhary","Certified Buyer","Aug, 2024","0","0"
"","","","","","","",""
"4","Good choice","Battery is a little concern","Praveen SuryaTeja Allamboina","Certified Buyer","Jul, 2024","2","0"
"5","Simply awesome","Iphone","Sathish Kumar","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"","","","","","","",""
"5","Terrific purchase","Nice","Flipkart Customer","Certified Buyer","Feb, 2024","2","0"
"","","","","","","",""
"1","Worst experience ever!","The camera is not good when zoomed in the photo is blur even though iphone 13 camera is better","VISHAL KOLI","Certified Buyer","Feb, 2024","8","6"
"1","Worthless","Dumb phone","Sudeep Sarkar","Certified Buyer","Feb, 2024","1","1"
"5","Just wow!","Best in class!!!","Harsh Kashyap","Certified Buyer","Apr, 2024","1","0"
"4","Pretty good","Good","Flipkart Customer","Certified Buyer","11 months ago","0","0"
"","","","","","","",""
"1","Absolute rubbish!","The charger pin of the phone is not working","Chitra Nadar","Certified Buyer","Apr, 2024","0","0"
"4","Good quality product","Good product Good service Flipkart","SUNIL Kumar","Certified Buyer","Mar, 2024","0","0"
"4","Wonderful","This phone gets very hot when you turn on the camera and the battery lasts less, everything else is fine","Saurabh  Singh","Certified Buyer","Nov, 2024","0","0"
"1","Waste of money!","I received a faulty poor.very poor network reception.should not buy online iPhone.","Rajubabu Pilla","Certified Buyer","Nov, 2024","0","0"
"5","Simply awesome","Nice camera.. excellent","Srikant kumar Patnaik","Certified Buyer","Nov, 2024","0","0"
"5","Wonderful","Nyc","Utkarsh Gupta","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"5","Great product","Nice phone speakers display and camera quality amazing","SADDAM KHAN  KHAN","Certified Buyer","Jan, 2024","1","0"
"1","Don't waste your money","Received today and the phone is heating very mu h don't buy online","Pradeep Rana","Certified Buyer","Sep, 2024","6","1"
"4","Good choice","good","Praveen Kumar","Certified Buyer","Nov, 2023","0","0"
"4","Brilliant","As always, Apple doing its job perfectly! Superb Phone!","Flipkart Customer","Certified Buyer","Oct, 2023","6","4"
"5","Awesome","Awesome phone ❤️","Ashish  Raj","Certified Buyer","Sep, 2023","27","8"
"","","","","","","",""
"5","Perfect product!","Amazing 😍😍😍😍Just go and buy it blindly if you have enough of money","Venkat Ramana","Certified Buyer","Sep, 2023","7","3"
"5","Fabulous!","Very good product","anujyadav anuj","Certified Buyer","Sep, 2023","6","2"
"5","Best in the market!","Simply Awesome 🤩","Suman Jain","Certified Buyer","Sep, 2023","694","188"
"2","Expected a better product","Battery backup is less","Basharat Bhat","Certified Buyer","Mar, 2024","0","2"
"","","","","","","",""
"3","Decent product","ok","Flipkart Customer","Certified Buyer","Oct, 2023","9","2"
"4","Delightful","Nice phone better then I phone 13","Dharam Pal Singh","Certified Buyer","Jan, 2024","0","0"
"5","Just wow!","Nice packing. Battery life is good. Camera is awesome. Need to learn few techniques.","Mithun Puttaswamy","Certified Buyer","Jan, 2024","0","0"
"5","Mind-blowing purchase","Gud product","MOHAMMAD SHAHNAWAZ","Certified Buyer","Sep, 2023","56","34"
"5","Brilliant","Super","Suvendu Maity","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"4","Delightful","I bought this in big billion days in Flipkart, overall the pho","Ashbin paul Paul","Certified Buyer","3 months ago","3","0"
"5","Wonderful","Phone is super duper very nice hasome wonderfull miracle","Flipkart Customer","Certified Buyer","Mar, 2024","0","0"
"5","Just wow!","Product was genuine and great.","Vinod  Mundel","Certified Buyer","Feb, 2024","1","0"
"5","Mind-blowing purchase","Everything is fine but it's heating while using phone 🥲","Girish Pal","Certified Buyer","Sep, 2024","3","1"
"","","","","","","",""
"5","Decent product","Lags sometimes. Everything is upto mark but perfomance lags a bit in 128 gb version. Well hoping for updates and more so tht it can be fixed.","Flipkart Customer","Certified Buyer","Feb, 2024","0","0"
"5","Brilliant","Nice","Rahul Shaw","Certified Buyer","9 months ago","0","0"
"","","","","","","",""
"4","Good quality product","The phone is pretty good in terms of camera.  However, those who have used 120hz premium display phones will find the display experience to be bad.","Zeyarul Sk","Certified Buyer","Oct, 2024","2","0"
"5","Best in the market!","Apple is apple.got the taste after so much time with android. Great","Shayan Biswas","Certified Buyer","Apr, 2024","0","1"
"","","","","","","",""
"5","Super!","Product is good as you all know its iphone","Flipkart Customer","Certified Buyer","1 day ago","0","0"
"5","Must buy!","Nice phone","mrityunjay kanwar","Certified Buyer","Feb, 2024","3","0"
"4","Worth the money","Overall good","Narasmhamvenkata Bikkavilli","Certified Buyer","Mar, 2024","2","0"
"5","Wonderful","Iam happy","Altaf BaBu","Certified Buyer","Feb, 2024","1","0"
"5","Terrific","The device is rattling.","Rohit Jagan","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"4","Pretty good","Nice","Niharika Namdev","Certified Buyer","Feb, 2024","0","0"
"1","Hated it!","So much heating issue  so much means so much","Goni  Tomar","Certified Buyer","Dec, 2023","11","8"
"4","Wonderful","Nice for minimal use. Handy and powerful.","Ashish Biswas","Certified Buyer","Aug, 2024","0","0"
"","","","","","","",""
"5","Terrific","awesome product. nothing can beat Iphone","Rakesh Dedhia","Certified Buyer","Jan, 2024","1","0"
"5","Super!","Buy without thinking. Best device","Vijendra Meena","Certified Buyer","Jan, 2024","1","0"
"5","Brilliant","Upgraded from iPhone 11 to 15, apart from couple of features no major changes i felt. Overall its good","sm aamir","Certified Buyer","Dec, 2023","1","4"
"","","","","","","",""
"5","Excellent","Good phone but got with 500 extra due to high demand","Praveen  M","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
