"XQDdHH","z9E0IG","ZmyHeo","_2NsDsF","MztJPv","_2NsDsF 2","tl9VpF","tl9VpF 2"
"5","Awesome","Sirji gift","Kiran Yeshi","Certified Buyer","25 days ago","0","0"
"3","Good","Heating and performance throttling issue.  You can't even do light work and it heats alot.","Monda-o-hi thubru","Certified Buyer","1 month ago","0","0"
"3","Decent product","Good product","Praveen Chaube","Certified Buyer","1 month ago","0","0"
"3","Good","The product is good, but Flipkart logistics and exchange process is very bad.","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"3","Nice","Battery hitting problem coming in new phone.When I use phone atleast 30mint the Phone increase hitting level.","Vicky Kumar","Certified Buyer","1 month ago","0","0"
"3","Just okay","Very much heating issue, not expected as this price, not value for money, battery is 4k only with very terrifying slow charging. Feels like made a mistake by trusting the samsung product and brand","Mayur Aghara","Certified Buyer","1 month ago","0","0"
"3","Nice","Product is excellent when using and good looking and light weight comfortable in pocket. Excellent performance.","Arfa Ansari","Certified Buyer","1 month ago","0","0"
"4","Good choice","Nice","Akshay Patil","Certified Buyer","1 month ago","1","0"
"3","Just okay","Overheating issue. The phone feels like an oven","Arnab Kumar Das","Certified Buyer","1 month ago","0","0"
"3","Fair","All good","Akhilesh  Kumar","Certified Buyer","1 month ago","0","0"
"3","Good","Awesome","Sudhakar  More","Certified Buyer","1 month ago","0","0"
"5","Must buy!","Just wow...","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"5","Just wow!","Not much to say....as this is protection service..But initial experience/ interaction so far is good","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"5","Fabulous!","The GOAT is back with snapdragon, must buy choice for everyone, everyone said that it will be pre activated but its totally new and got 1 year of warranty.","Snehashis Sarkar","Certified Buyer","2 months ago","0","0"
"3","Nice","Camera is the biggest drawback of this phone. In low light, the front camera is horrible. It looks like a cheap phone's front camera. My oneplus 7 front camera is 100 times better than this. The phone looks premium and performs well and fast.","Akshita N","Certified Buyer","1 month ago","2","12"
"3","Good","Only over heating issue","Shahidul Islam","Certified Buyer","1 month ago","0","0"
"3","Just okay","Customers need an adapter with mobile... And the heating problem also 😔😔","Uttama  Swain","Certified Buyer","2 months ago","0","0"
"","","","","","","",""
"3","Decent product","Very good mobile","Dharmendra Chakrawarti","Certified Buyer","2 months ago","0","0"
"5","Best in the market!","Best flagship mobile","Gaje Murali","Certified Buyer","2 months ago","0","0"
"3","Fair","Must need 256 gb storage nd battery drain fast almost 2 charge in day with 25 watt almost hour to get 100","Arihant Kothari","Certified Buyer","2 months ago","0","0"
"4","Good quality product","After using S24 for 4 days am writing this review overall a good compact and a handy phone if you want a beast camera, clean UI, battery backup is slightly less but it's okay for average use if you want a mobile for daily gaming than the battery backup will be lesser.If you want good handy Samsung phone than go for it🙌","Jayasuriya Anbu","Certified Buyer","1 month ago","129","32"
"4","Pretty good","Good compact phone and having good camera but facing issu in battery because it's 4000 mah and it's not lasting for whole day. I have to carry power bank.I am sharing sample of photos.. it's light balance is very good.","Swayam Vish","Certified Buyer","1 month ago","45","12"
"5","Just wow!","Awesome camera , hand feel is good , excillent display worth it","Nadeem Alam","Certified Buyer","2 months ago","0","0"
"","","","","","","",""
"4","Pretty good","Verry good phone at this price ..value for money..if the screen size little bit bigger then it will more effective 😄. Other wize smooth well degin camery quality and camera both are awesome..happy to byu","Rishab Chowdhury","Certified Buyer","1 month ago","10","3"
"4","Worth the money","Phone is Good. Battery is the minus point.","Gopal Customer","Certified Buyer","1 month ago","3","0"
"4","Value-for-money","Everything is top notch except battery","Rokom Mibang","Certified Buyer","1 month ago","3","0"
"5","Terrific","Very good experience","Sekh Raju","Certified Buyer","2 months ago","1","1"
"4","Good quality product","Ai features excellent,sound quality owsome like iphone..built quality look very nice..mini size comfort handle this mobile..","arjunarao pithani","Certified Buyer","1 month ago","2","0"
"3","Does the job","Back Camera quality not that much good. Battery  is not good","Mahesh Sargar","Certified Buyer","1 month ago","15","18"
"4","Delightful","Got the Original/Genuine Product.","Ayush Pawara","Certified Buyer","1 month ago","2","0"
"","","","","","","",""
"4","Wonderful","Overall performance is good.Only problem is battery drain quickly","Alok yadav","Certified Buyer","7 days ago","1","0"
"4","Worth the money","Battery km Chal ti h over all good","TEJPAL YADAV","Certified Buyer","1 month ago","1","0"
"","","","","","","",""
"2","Could be way better","Pathetic camera in snapdragon version.. maybe updates will fix it.","Shailendra Singh","Certified Buyer","1 month ago","0","0"
"4","Wonderful","Good","mohammed  maaz","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","Photo quality is mind blowing. But video quality need to be more natural. It makes the video more contrast. Overall good only","Flipkart Customer","Certified Buyer","1 month ago","1","0"
"4","Value-for-money","Good product","Ajmeer Aju","Certified Buyer","1 month ago","1","0"
"5","Super!","Am happy with the product thanks u flipkart","Gmuan Simte","Certified Buyer","1 month ago","1","0"
"4","Delightful","Awesome","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"5","Fabulous!","Awesome S24..","Uday Pratap  Singh","Certified Buyer","1 month ago","0","0"
"4","Nice product","Except the battery life the phone is phenomenal. It doesn't feel like a nearly two year old model by any means..","Souvik Roy","Certified Buyer","1 month ago","1","0"
"4","Nice product","Review afte10 days.1. Design fantastic2.performance superb3 camera boomBattery backup 4-5 sot","A k","Certified Buyer","1 month ago","1","0"
"4","Wonderful","Good","Vanshika Juneja","Certified Buyer","1 month ago","1","0"
"4","Wonderful","Awesome Phone uh can go fot it !! Feel like Satisfaction 😉","Mansub Jamal","Certified Buyer","1 month ago","1","0"
"","","","","","","",""
"4","Good choice","Very nice product. It's value for money. It's already updated to ANDROID 16 and UI 8. 👍","Adv Suresh  Desai","Certified Buyer","1 month ago","1","0"
"4","Value-for-money","No.1 phone use  smouth Covlty best","Rohilla Ji","Certified Buyer","1 month ago","0","0"
"4","Very Good","There are no words, it is a very good phone","Flipkart Customer","Certified Buyer","1 month ago","1","0"
"4","Value-for-money","Perfect compact phone. Good in all aspects except the battery","Sabari Nath U","Certified Buyer","1 month ago","0","0"
"3","Does the job","Everything best camera worst","Sunny Singh","Certified Buyer","1 month ago","0","2"
"5","Terrific","Excellent","Chotu Kumar","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Good choice","Good as how is use and handle...","Acton 46","Certified Buyer","1 month ago","1","0"
"3","Nice","Everything thing is good but the battery backup is short","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"4","Very Good","Good mobile..only con is turbo charge tecnology not supported..only 25 fast charging.","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"5","Terrific","Great","Sourish  Mandal","Certified Buyer","1 month ago","0","0"
"4","Very Good","There is something fishy, i checked my warranty and it shows phone open before 55 days. Although i didn't find anything which can prove that this phone was used. Just got is 2 days ago. The display of this phone is top-notch,  cameras you need to use them so you can get ideas of it and you will learn how to click best. The phone gets warm while using cameras. The UI is best in class. The battery is ok, you need to charge it two times in a day. I'm a normal user and i didn't play any games y...","Flipkart Customer","Certified Buyer","2 months ago","1","0"
"5","Must buy!","Phone performance is very good","Dilpreet Singh","Certified Buyer","1 month ago","0","0"
"4","Worth the money","Camera  is good ,performance is also good ,I am not satisfied with  battery  soon  draining  out  ,phone getting heated.","Somashekar C","Certified Buyer","8 months ago","1","0"
"","","","","","","",""
"4","Delightful","Ita really","Amit Roy","Certified Buyer","1 month ago","1","1"
"4","Good quality product","Good 👍","Roufur Rohim","Certified Buyer","9 months ago","1","3"
"4","Wonderful","Good","Satyajit  Dhamudia","Certified Buyer","1 day ago","0","0"
"4","Good choice","Phone heats a lot using camera..","Nil Deka","Certified Buyer","1 day ago","0","0"
"4","Worth the money","Mobile is very good 👍","Bhupender Kumar","Certified Buyer","3 days ago","0","0"
"4","Really Nice","Ok","Flipkart Customer","Certified Buyer","4 days ago","0","0"
"","","","","","","",""
"4","Nice product","Awesome product","Nagesh Tillu","Certified Buyer","7 days ago","0","0"
"4","Delightful","Good","Pratap kumar  MALLIK","Certified Buyer","8 days ago","0","0"
"4","Good choice","Good product","Saurav Rana","Certified Buyer","9 days ago","0","0"
"4","Really Nice","Good product consider its price","Vishal Mane","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Good quality product","Nyc mobile","Rajinder Singh Negi","Certified Buyer","13 days ago","0","0"
"4","Nice product","Great camera and performance and battery life is dece","Aman Kolhe","Certified Buyer","18 days ago","0","0"
"","","","","","","",""
"4","Very Good","Nice cool but battery drains fast","SURJIT NINGTHOUJAM","Certified Buyer","20 days ago","0","0"
"4","Nice product","Every thing is good 👌","Akash yadav","Certified Buyer","20 days ago","0","0"
"4","Delightful","Best product","Ajeet  Kumar Verma","Certified Buyer","20 days ago","0","0"
"4","Good quality product","Good","Flipkart Customer","Certified Buyer","23 days ago","0","0"
"","","","","","","",""
"4","Value-for-money","Super Samsung","Arunim Anand","Certified Buyer","1 month ago","0","0"
"4","Very Good","Excellent camera  performance, loved the design","Flipkart Customer","Certified Buyer","24 days ago","0","0"
"4","Value-for-money","Value for money and good with the relaunched processor","Namasvi Kothari","Certified Buyer","25 days ago","0","0"
"4","Nice product","Everything is 10/10 (Except Battery), Worth Every Penny!","Adwaid M S","Certified Buyer","25 days ago","0","0"
"4","Delightful","I happy","anbil J","Certified Buyer","25 days ago","0","0"
"4","Wonderful","Good exped","Mainuddin  Sheikh","Certified Buyer","25 days ago","0","0"
"4","Wonderful","Good p","ASHOK TIWARI","Certified Buyer","26 days ago","0","0"
"","","","","","","",""
"4","Wonderful","Good camera, Good design, stellar display and performance. Only drawback is battery backup is average.","Bikram  Das Choudhury","Certified Buyer","26 days ago","0","0"
"4","Wonderful","camera quality is very good.","Flipkart Customer","Certified Buyer","26 days ago","0","0"
"4","Wonderful","I just love the form factor and looks. Everything is amazing but display is a bit dull when adaptive display is on. It should be more brighter in indoors. Battery is quite impressive according to the size.","Susheel Sharma","Certified Buyer","27 days ago","0","0"
"","","","","","","",""
"4","Value-for-money","Phone Is Good Battery Life Is Less","Aakash Singh","Certified Buyer","29 days ago","0","0"
"4","Wonderful","Great luxurious looks lacks headphone jack and sd card slot","Sweta Chaudhary","Certified Buyer","30 days ago","0","0"
"2","Not good","The most overrated phone. Battery - horrible Camera - below average, blurry pic. Moto edge 50 neo worth 19k is much better than this 40k phoneHeating - in winter, you don't need heater. This phone will do the work. Overheating Do not waste money on this phone.","Nehlen Haokip","Certified Buyer","1 month ago","14","18"
"4","Good quality product","Overall phone is good but battery.....","Archita T","Certified Buyer","30 days ago","0","0"
"","","","","","","",""
"4","Delightful","Fantastic purchase, compact and  handy ,overall  performance is best","Rahul Pal","Certified Buyer","1 month ago","0","0"
"4","Worth the money","Amazing product 😄 I am happy to using this phone is this segment this phone is very powerful","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Good choice","Everything is Best But battery not worth it","Abdul  Suaib","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Nice product","Awesome","Julie Bharadiya","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","Screen time 5 hour,battery performance not upto mark, rest all great.","Malaya Kumar Mohapatra","Certified Buyer","1 month ago","0","1"
"2","Moderate","Camera quality i would say below average...low light photography is just the worst one could expect... And the same goes for the battery... Battery drains like no other .. otherwise processor and screen quality is similar to iphone 16 I'd say...don't buy if u want a camera centric phone .","Umang","Certified Buyer","1 month ago","1","1"
"4","Worth the money","All are good except Battery","Santosh kumar Tiadi","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Good choice","Phone is good , battry backup is having issue oy","Chauhan jaimin","Certified Buyer","1 month ago","0","0"
"4","Decent product","Sup","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"3","Decent product","It has wrost battery performance and literally I am warning these who are going to purchase a mobile which is almost 60k  it has terrible heat problem if you have AC go for it if not don't ever purchase it as in normal use it heats like a burnt coal","Rudraksh Dubey","Certified Buyer","1 month ago","3","2"
"","","","","","","",""
"5","Classy product","Very good","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"4","Pretty good","Performance,CameraDesignDisplay All 10/10Battery is okok","Kashif Thaker","Certified Buyer","1 month ago","0","0"
"4","Nice product","Good","Sujan Photography","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","Mobile is ok but battery is over hiting","Bappan Das","Certified Buyer","1 month ago","0","0"
"4","Very Good","Really the best phone under this price range","Anuj Agrawal","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","Very good","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"5","Must buy!","Gd one","Ankur  Yadav","Certified Buyer","1 month ago","0","0"
"4","Really Nice","Overall good battery bad","Debnath Pattanayak","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Nice product","Superv","lalit kumar","Certified Buyer","1 month ago","0","0"
"4","Really Nice","The phone is very good to use, it is very smooth and small in size, due to its small size it is very comfortable to use, it is a great phone.","Deepak Kumar","Certified Buyer","1 month ago","0","0"
"4","Good quality product","Samsung galaxy s24 snapdragon is amazing with new AI features and it's very handy. The camera is good but the battery backup can be increased from 4000mah.","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"4","Pretty good","Except battery life everything is just awesome. Loved the phone","Mayanak  SHARMA","Certified Buyer","1 month ago","0","0"
"4","Just wow!","I like this product I impress👌 for samsung s24","OM PATEL","Certified Buyer","1 month ago","0","0"
"4","Good choice","Gd but heating issue","Tushar  Sahu","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Good quality product","I loved the design and look of this phone. The battery is a little of a problem and sometimes the phone feels warm. The camera slightly struggles in a dark ambience. Smoothness and user experience is top notch.","Hemant  Chaudhary","Certified Buyer","1 month ago","0","0"
"4","Best in the market!","Nice phone but camera not like S series, it's really snapdragon 8 with android 15. No performance issue, before time delivery. Very good deal","Anindam Agarwala","Certified Buyer","1 month ago","0","0"
"5","Terrific purchase","Really good phone","Suryanarayana Mupplla","Certified Buyer","1 month ago","0","0"
"4","Good quality product","I phone compere to Good phone s24","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","Wow wow deal","Khateeb Khan","Certified Buyer","1 month ago","0","0"
"4","Pretty good","Wow deal","Samad Siddiqui","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","Good","Manoj Juneja","Certified Buyer","1 month ago","0","0"
"4","Good quality product","Good","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"4","Really Nice","Good","Mohammad Azad","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Just wow!","Nice","Thangaraj Raj","Certified Buyer","1 month ago","0","0"
"4","Good choice","The mobile device offers commendable performance with a satisfactory battery life. Enhanced battery capacity, specifically 4500mAh🔋 or greater, would further improve the user experience. Its compact design contributes to its portability and ease of use. The camera delivers high-quality results, and the software operates without issue. Overall, this device represents a superior smartphone option within its price range.🔥👌","Sai kumar Akula","Certified Buyer","1 month ago","0","0"
"4","Good choice","Very nice phone","Rafiqul Islam","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Really Nice","Awesome Mobile but Need more updates for  tuning to Indian users not very good quality in blutooth devices","Rathna Kumar","Certified Buyer","1 month ago","0","2"
"4","Really Nice","Only having battery issue as this is a compact device but expect that, this is a best of all.","Satya Prakash Parida","Certified Buyer","1 month ago","0","0"
"4","Nice product","Good","Pardeep Sharma","Certified Buyer","1 month ago","0","0"
"4","Pretty good","Heyy Recieved a best phone in this budget","Nitish Prajapati","Certified Buyer","1 month ago","0","0"
"4","Delightful","Good phone","loveneesh sharma","Certified Buyer","1 month ago","0","0"
"4","Worth the money","All Good Only Heating / Battery issues when you used camera. Heating is main issues but its aluminum so Heating will feel regular..Go for it if you are normal user and want compact and premium phone.Other wise its all good Cameras Dispaly Design performance 👌","Roshan  Singh","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"5","Wonderful","Best recommend phone It's handles game smootly beca6of snapdragon processor","Sai Kumar","Certified Buyer","1 month ago","0","0"
"4","Good choice","With a discount, I got the phone at a very good price, which is very good. I'm loving the phone. I will give the review after I use for sometime","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"4","Very Good","Overall, this is a great phone.I think it has a weakness just its battery..","Abhijeet Singh","Certified Buyer","1 month ago","0","0"
"4","Really Nice","Amazing device","Abhay Srivastava","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Nice product","Very good mobile","Chandradhon Singha","Certified Buyer","1 month ago","0","0"
"4","Good quality product","Beautiful thank you Flipkart 🥰🤗❤️","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"4","Delightful","Camera is very good, pictures are realistic in nature ,Snapdragon 8 gen3 is very good and fast but not performing at its optimum level.There is no screen safety, screen guard is must otherwise small scratches will come definitely.","Neelam Minj","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"5","Worth every penny","Excellent","Amarjot singh","Certified Buyer","1 month ago","0","0"
"4","Worth the money","All good except battery, it is the main drawback. You won't get more than 4-5hr sot.","Subhajit Pal","Certified Buyer","1 month ago","0","0"
"4","Worth the money","Good","A G Anandh Babu","Certified Buyer","1 month ago","0","0"
"4","Wonderful","Best","alauddin mondal","Certified Buyer","1 month ago","0","0"
"4","Worth the money","Just awesome...","Beauty moni  Dutta","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Nice product","Okay","Neeraj Saini","Certified Buyer","1 month ago","0","0"
"4","Delightful","S24 is a good phone no doubt about that. If you can do the small settings accordingly to save a little more on battery life than it becomes a great phone have.","Wasim Akram","Certified Buyer","1 month ago","0","0"
"4","Delightful","The device is excellent, though its compact size makes it appear quite small, yet it is very convenient to use. The camera quality is outstanding, making it ideal for videography and creating reels. While the AI features and battery life could be improved, and the device seems to heat up consistently, which is a common issue with Samsung mobile devices. However, the other aspects of its performance, including sound quality, are top-notch.","Pravin Chougule","Certified Buyer","1 month ago","0","0"
"4","Worth the money","Good And amazing phone,With great performance.","M. Irshad Y. Malek","Certified Buyer","1 month ago","0","0"
"4","Good choice","Meets expectation. The camera, still there is a scope of improvement. The picture becomes blurry when the max zoom is done.","Ravi Ranjan Singh","Certified Buyer","1 month ago","0","0"
"4","Pretty good","Good price phone good performance","Sarvar alam","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","Good","Dhrubajyoti Saikia","Certified Buyer","1 month ago","0","1"
"4","Worth the money","Good product and easy to use in office","Shubham  Thakur","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Delightful","Vallu for money good display","Arvind Singh","Certified Buyer","1 month ago","0","0"
"3","Fair","Overvall performance is good but battery drain very fast and too much heating problem, just in normal use, no gaming no extensive use then also mobile heat a lot.","Karmachand Yadav","Certified Buyer","30 days ago","0","0"
"4","Pretty good","Good","Sekhar","Certified Buyer","1 month ago","0","0"
"5","Great product","Under 50k this one is the best flagship phone with best camera and performance 💀","hussain Crox","Certified Buyer","1 month ago","0","0"
"5","Highly recommended","Excellent using experience","Snehal  Raja","Certified Buyer","1 month ago","0","0"
"4","Worth the money","Everything is good, phone is really smooth but it's heats up very easily","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","All over best phone except battery backup","Nargesh","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Good quality product","The phone is good, but it heats up quickly.","Sayak Senapati","Certified Buyer","1 month ago","0","0"
"4","Nice product","Everything is good except the battery. For normal usage, it will last for one day. For heavy usage, it requires charging one more time a day.","Ravi  Vadodaria","Certified Buyer","1 month ago","0","0"
"4","Very Good","Good one","Mahesh Kumar","Certified Buyer","1 month ago","0","0"
"4","Delightful","Must buy..Value for","Sweety Bordoloi","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Worth the money","Very Great at this Price","Anand Sharma","Certified Buyer","1 month ago","0","0"
"4","Wonderful","Special thanks to Samsung  for camera and performance","Mohit Kumar","Certified Buyer","1 month ago","0","0"
"4","Delightful","Really Happy with S24 (Snapdragon 8gen3).","Shashi Ranjan","Certified Buyer","1 month ago","0","0"
"4","Worth the money","Good camera quality and performance. Battery performance need to improve.","Sonali  Sahi","Certified Buyer","1 month ago","0","0"
"4","Good quality product","5g Connecting Issu. GOOD CAMERA BUT BATTERY BACKUP Averages OVER ALL GOOD 👍","suman konai","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","Jio 5g not working . I visit all service center and jio office . Fault in s24 device. And my jio sim working super fast 5g on other devices","Senthil Raja","Certified Buyer","1 month ago","0","0"
"5","Worth every penny","All thing is very good but main problem is over heating and battery backup issue","VINAY kumar","Certified Buyer","2 months ago","0","0"
"","","","","","","",""
"4","Wonderful","I'm not satisfied with camera, battery is also decent but display and performance is excellent.. Install Expart Raw camera..","Sukanta  Mondal","Certified Buyer","1 month ago","0","0"
"5","Awesome","The Samsung Galaxy S24 is a well-regarded compact smartphone, praised for its vibrant and bright 120Hz display, powerful flagship performance, and excellent build quality. Its integrated Galaxy AI features, such as real-time translation and photo editing tools, are considered highlights. However, battery life can be a concern for heavy users, and the charging speeds are slower than some competitors. The cameras deliver good, social-media-ready photos, though some might prefer more detail from...","Ketan Ladda","Certified Buyer","1 month ago","1","1"
"5","Perfect product!","Just love the product and design","Barad Vishvjit","Certified Buyer","2 months ago","0","0"
"4","Very Good","Excellent Camera. Phone sound less. Heating issues","ASHOK M S","Certified Buyer","1 month ago","0","0"
"5","Worth every penny","Best compact size smartphone at this price point.","Rupesh Musmade","Certified Buyer","1 month ago","0","0"
"4","Good quality product","Good","KUMARA BABU B","Certified Buyer","1 month ago","0","0"
"4","Good choice","Display is okay but compared to s20fe felt that was better small and compact in sixe","SHON GEORGE","Certified Buyer","1 month ago","0","0"
"4","Nice product","I am writing this review after 4-5 days of my purchase. (Samsung s24 snapdragon edition with 256gb storage)Design: very compact and ergonomic. It has a premium in hand feel. Display: the display is great. The adaptive brightness works flawlessly.Battery: this is one area where it can be better. Note that you'll get worse battery life for the first 2-3 days when the phone is learning your usage patterns. I am getting around 5- 5.5hrs of SOT which lasts me a full day. Performance: daily...","Soumodev Mal","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Wonderful","Nice phone, good design and proper smoothly working ￼","Vinod Kumar","Certified Buyer","1 month ago","0","0"
"5","Terrific purchase","just just................. superb","JEEVAN H B","Certified Buyer","22 days ago","0","0"
"4","Wonderful","Good","Kulbhushan Kumar","Certified Buyer","1 month ago","0","0"
"4","Wonderful","Camera quality is good","Isha Roy","Certified Buyer","1 month ago","0","0"
"4","Really Nice","Everything is super Battery back up is very slow 😴","Pusparaj","Certified Buyer","1 month ago","0","0"
"4","Good choice","Love it 😍","Flipkart Customer","Certified Buyer","1 month ago","0","0"
"4","Good choice","Very good","Siraj  Anwar","Certified Buyer","1 month ago","0","0"
"4","Good choice","Good 👍","G.MANIKANDAN","Certified Buyer","1 month ago","0","0"
"4","Nice product","Good","Jeevanprakash V","Certified Buyer","1 month ago","0","0"
"","","","","","","",""
"4","Good choice","Everything is perfect just minor heating problem and battery is also good as per size","Happy Damor","Certified Buyer","1 month ago","0","0"
"4","Good choice","The product is awesome with great camera and display, only thing thats creating problem is battery","Rohit  Singh","Certified Buyer","1 month ago","0","0"
"4","Nice product","Camera - 8/10Battery - 7/10Performance - 9/10Display- 10/10","Wasim Shaikh","Certified Buyer","1 month ago","0","0"
"4","Value-for-money","Best value for money problem 😀","Mehul Dhapa","Certified Buyer","1 month ago","0","0"
"4","Worth the money","All good, but battery life is disappointing.","Ravi Ranjan","Certified Buyer","1 month ago","0","0"
"5","Must buy!","Samsung galaxy s24 is good product but battery is not good at all","Asif Ali","Certified Buyer","2 months ago","0","0"
"","","","","","","",""
